id,uid,source_dataset,source_url,caption,row_idx,local_relpath
1270,000000230780,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000230780.jpg,A man has some tape and a paper bag.,1270,raw/coco/000000230780.jpg
1271,000000004665,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000004665.jpg,A just married couple in the back of a car.,1271,raw/coco/000000004665.jpg
1272,000000390975,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000390975.jpg,A children's playground slide made to look like an elephant,1272,raw/coco/000000390975.jpg
1273,000000109750,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000109750.jpg,A small metal motor boat on a lake.,1273,raw/coco/000000109750.jpg
1274,000000386739,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000386739.jpg,A man sitting next to a woman while wearing a suit.,1274,raw/coco/000000386739.jpg
1275,000000055668,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000055668.jpg,A woman posing with her husband and two children.,1275,raw/coco/000000055668.jpg
1276,000000054747,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000054747.jpg,An old photo of a bride and groom in front of a stone building.,1276,raw/coco/000000054747.jpg
1277,000000036598,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000036598.jpg,A group of four women walking down a street in the rain.,1277,raw/coco/000000036598.jpg
1278,000000037003,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000037003.jpg,An older gentleman in a white shirt and black bow tie.,1278,raw/coco/000000037003.jpg
1279,000000173274,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000173274.jpg,"A man wearing glasses, dress shirt and a tie is smiling in content.",1279,raw/coco/000000173274.jpg
1280,000000483375,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000483375.jpg, a large body of water with boats floating within it ,1280,raw/coco/000000483375.jpg
1281,000000083257,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000083257.jpg,A man standing next to a robot with a camera.,1281,raw/coco/000000083257.jpg
1282,000000437049,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000437049.jpg,The people are at tables on an outdoor patio.,1282,raw/coco/000000437049.jpg
1283,000000139007,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000139007.jpg,A bunch of elephants playing together in a field.,1283,raw/coco/000000139007.jpg
1284,000000448849,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000448849.jpg,A boat filled with people floating down a canal.,1284,raw/coco/000000448849.jpg
1285,000000114673,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000114673.jpg,There are Christmas decorations strung up over the street.,1285,raw/coco/000000114673.jpg
1286,000000043535,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000043535.jpg,A man kissing a baby elephant on a dirt road.,1286,raw/coco/000000043535.jpg
1287,000000369122,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000369122.jpg,A group of people sitting around out doors sharing a meal together.,1287,raw/coco/000000369122.jpg
1288,000000177262,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000177262.jpg,A cat sitting on a bathroom counter behind a hair dryer.,1288,raw/coco/000000177262.jpg
1289,000000489719,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000489719.jpg,Two elephants playing by the water hole. ,1289,raw/coco/000000489719.jpg
1290,000000198178,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000198178.jpg,A large elephant standing next to a small elephant.,1290,raw/coco/000000198178.jpg
1291,000000488360,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000488360.jpg,an elephant and a rhino dirt water trees and bushes,1291,raw/coco/000000488360.jpg
1292,000000052066,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000052066.jpg,A man wearing a backpack waits for a train.,1292,raw/coco/000000052066.jpg
1293,000000386962,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000386962.jpg,Yellow shoes sitting next to a suitcase with red lining. ,1293,raw/coco/000000386962.jpg
1294,000000017708,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000017708.jpg,"Three boats travel around a calm, clear harbor.",1294,raw/coco/000000017708.jpg
1295,000000325184,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000325184.jpg,two elephants in a pen being observed by people ,1295,raw/coco/000000325184.jpg
1296,000000267643,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000267643.jpg,Two people sitting in a room with luggage,1296,raw/coco/000000267643.jpg
1297,000000218716,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000218716.jpg,Two gray elephants basking in the sunlight and grazing around.,1297,raw/coco/000000218716.jpg
1298,000000440110,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000440110.jpg,A woman walking down a street pulling a piece of luggage behind her.,1298,raw/coco/000000440110.jpg
1299,000000027371,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000027371.jpg,A woman dragging a suitcase on wheels down a cobble stone sidewalk.,1299,raw/coco/000000027371.jpg
1300,000000181267,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000181267.jpg,A bag of luggage filled with lots of different balls.,1300,raw/coco/000000181267.jpg
1301,000000091343,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000091343.jpg,A dog standing in a kitchen with a toy. ,1301,raw/coco/000000091343.jpg
1302,000000056865,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000056865.jpg,Oddly dressed people standing by each other posing towards camera.,1302,raw/coco/000000056865.jpg
1303,000000520996,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000520996.jpg,The elephant stands in the dirt and extends its snout over the fence.,1303,raw/coco/000000520996.jpg
1304,000000534308,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000534308.jpg,Three elephants walking in their designated area in a zoo.,1304,raw/coco/000000534308.jpg
1305,000000383397,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000383397.jpg,A woman is sitting on a cinder block next to a trailer. ,1305,raw/coco/000000383397.jpg
1306,000000391300,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000391300.jpg,The tailgate of a car open and two suitcases inside.,1306,raw/coco/000000391300.jpg
1307,000000519461,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000519461.jpg,a couple of elephants are standing in a pin,1307,raw/coco/000000519461.jpg
1308,000000579911,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000579911.jpg,Two pug dogs and a sandal show on a couch,1308,raw/coco/000000579911.jpg
1309,000000256260,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000256260.jpg,There is a person petting a very large elephant,1309,raw/coco/000000256260.jpg
1310,000000219798,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000219798.jpg,A small white dog on a leash wears a colorful bandana.,1310,raw/coco/000000219798.jpg
1311,000000552942,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000552942.jpg,A white Cairn terrier pants in the sun whilst dressed in a neon yellow outfit.  ,1311,raw/coco/000000552942.jpg
1312,000000520437,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000520437.jpg,THERE IS A DUMM IN THE SUIT CASE ,1312,raw/coco/000000520437.jpg
1313,000000088784,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000088784.jpg,Two dogs are playing on the beach catching a Frisbee. ,1313,raw/coco/000000088784.jpg
1314,000000048731,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000048731.jpg,two dogs sharing a frisby in their mouth in the snow,1314,raw/coco/000000048731.jpg
1315,000000477111,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000477111.jpg,A brown dog holding a yellow frisbee in it's mouth.,1315,raw/coco/000000477111.jpg
1316,000000556817,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000556817.jpg,A dog carrying a ball in his mouth on the sand.,1316,raw/coco/000000556817.jpg
1317,000000097967,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000097967.jpg,A crowd of people standing in front of a window.,1317,raw/coco/000000097967.jpg
1318,000000027617,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000027617.jpg,A panting dog sitting down in the shade with a Frisbee,1318,raw/coco/000000027617.jpg
1319,000000495808,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000495808.jpg,a person has a bag on wheels in a room,1319,raw/coco/000000495808.jpg
1320,000000320350,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000320350.jpg,THERE ARE PEOPLE THAT ARE ON THE SKIS WITH HIS DOG,1320,raw/coco/000000320350.jpg
1321,000000276693,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000276693.jpg,A large brown dog walking in front of a woman holding two ski poles.,1321,raw/coco/000000276693.jpg
1322,000000307341,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000307341.jpg,a person riding skis on a snowy slope,1322,raw/coco/000000307341.jpg
1323,000000066336,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000066336.jpg,A woman holding a pink umbrella over her left shoulder.,1323,raw/coco/000000066336.jpg
1324,000000234349,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000234349.jpg,A couple of women standing underneath umbrellas next to each other.,1324,raw/coco/000000234349.jpg
1325,000000178175,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000178175.jpg,LOTS OF BACKPACKS AND HATS LINED UP ALONG A WALKWAY,1325,raw/coco/000000178175.jpg
1326,000000087141,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000087141.jpg,A white teddy bear sitting in a chair.,1326,raw/coco/000000087141.jpg
1327,000000213421,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000213421.jpg,A woman sits holding an umbrella near the group of women.,1327,raw/coco/000000213421.jpg
1328,000000243569,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000243569.jpg,A girl sits in bed looking at her laptop,1328,raw/coco/000000243569.jpg
1329,000000101567,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000101567.jpg,A dog resting his head on the edge of the pool next to an apple.,1329,raw/coco/000000101567.jpg
1330,000000238691,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000238691.jpg,A person laying on top of a luggage carousel.,1330,raw/coco/000000238691.jpg
1331,000000079047,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000079047.jpg,A statue of a bear sitting in the middle of a sidewalk.,1331,raw/coco/000000079047.jpg
1332,000000178746,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000178746.jpg,Darth Vader holding a plastic light saber in an airport while a kid stands in the background with a real lightsaber.,1332,raw/coco/000000178746.jpg
1333,000000327845,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000327845.jpg,there is a small dog sitting on the floor playing with a toy,1333,raw/coco/000000327845.jpg
1334,000000330262,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000330262.jpg,a bear in a shallow body of water near grass,1334,raw/coco/000000330262.jpg
1335,000000347950,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000347950.jpg,A very cute brown dog with a disc in its mouth.,1335,raw/coco/000000347950.jpg
1336,000000434083,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000434083.jpg,A horse standing next to a man in a hat. ,1336,raw/coco/000000434083.jpg
1337,000000292435,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000292435.jpg,Several brown bears standing in the snow next to a green cage.,1337,raw/coco/000000292435.jpg
1338,000000355471,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000355471.jpg,There is a bear sitting next to a bird.,1338,raw/coco/000000355471.jpg
1339,000000321804,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000321804.jpg,A man and a child standing on a tennis court.,1339,raw/coco/000000321804.jpg
1340,000000082826,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000082826.jpg,Dog on leash sitting with cushions while a person is calming him.,1340,raw/coco/000000082826.jpg
1341,000000013843,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000013843.jpg,A large brown bear laying down inside of a cave.,1341,raw/coco/000000013843.jpg
1342,000000357386,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000357386.jpg,A black bear walking across a leaf covered park.,1342,raw/coco/000000357386.jpg
1343,000000503992,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000503992.jpg,A yellow lab curled up in its dog bed.,1343,raw/coco/000000503992.jpg
1344,000000065443,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000065443.jpg,a dog with spots on a bed and a stuffed animal,1344,raw/coco/000000065443.jpg
1345,000000473888,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000473888.jpg,A small dog laying down in a pet bed.,1345,raw/coco/000000473888.jpg
1346,000000307209,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000307209.jpg,A BEAR CUB IS PLAYING WITH A LOG IN THE WATER,1346,raw/coco/000000307209.jpg
1347,000000350789,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000350789.jpg,some zebra chillin in the wild with a bird flying over,1347,raw/coco/000000350789.jpg
1348,000000343680,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000343680.jpg,a small white dog is standing up against a table,1348,raw/coco/000000343680.jpg
1349,000000063040,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000063040.jpg,Many families are sitting down with their dogs. ,1349,raw/coco/000000063040.jpg
1350,000000033645,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000033645.jpg,A little girl holding a red frisbee standing on a lush green field.,1350,raw/coco/000000033645.jpg
1351,000000134194,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000134194.jpg,A herd of zebra standing next to two giraffe on a lush green field.,1351,raw/coco/000000134194.jpg
1352,000000309100,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000309100.jpg,Three zebras and other wild animals out in a semi-green field.,1352,raw/coco/000000309100.jpg
1353,000000554273,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000554273.jpg,A young man jumping over a group of other young people to catch a frisbee.,1353,raw/coco/000000554273.jpg
1354,000000291696,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000291696.jpg,A man leaping over three people while catching a white frisbee.,1354,raw/coco/000000291696.jpg
1355,000000353948,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000353948.jpg,There are two zebras grazing side by side.,1355,raw/coco/000000353948.jpg
1356,000000356406,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000356406.jpg,a group of people standing next to a building with a large dog,1356,raw/coco/000000356406.jpg
1357,000000200234,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000200234.jpg,A child with a purple frisbee near large rocks.,1357,raw/coco/000000200234.jpg
1358,000000043625,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000043625.jpg,A man on the side of the road holding a frisbee.,1358,raw/coco/000000043625.jpg
1359,000000427986,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000427986.jpg,A corgi dog running on a lawn to catch a Frisbee,1359,raw/coco/000000427986.jpg
1360,000000299089,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000299089.jpg,There's a field of brown grass with zebras in it,1360,raw/coco/000000299089.jpg
1361,000000108326,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000108326.jpg,A large painting of zebras and hogs standing next to deer.,1361,raw/coco/000000108326.jpg
1362,000000206417,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000206417.jpg,A man sitting on the beach with a dog holding a yellow frisbee.,1362,raw/coco/000000206417.jpg
1363,000000519853,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000519853.jpg,three people wading in shallow waters with a frisbee flying by,1363,raw/coco/000000519853.jpg
1364,000000515792,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000515792.jpg,A young man in a bathing suit about to catch a Frisbee at the beach,1364,raw/coco/000000515792.jpg
1365,000000167696,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000167696.jpg,A black and white zebra looks like it's made of legos.,1365,raw/coco/000000167696.jpg
1366,000000504020,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000504020.jpg,a pack of zebra underneath a shaded tree ,1366,raw/coco/000000504020.jpg
1367,000000421999,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000421999.jpg,A zebras rump is up close for a photo.,1367,raw/coco/000000421999.jpg
1368,000000259665,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000259665.jpg,Three people hold Frisbees while one of them throws his.,1368,raw/coco/000000259665.jpg
1369,000000372161,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000372161.jpg,The two zebras are standing together outside by the dirt road.,1369,raw/coco/000000372161.jpg
1370,000000377231,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000377231.jpg,A group of three zebras standing in a grassy area.,1370,raw/coco/000000377231.jpg
1371,000000464737,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000464737.jpg,A pack of zebra standing in a field next to an ostrich.,1371,raw/coco/000000464737.jpg
1372,000000118911,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000118911.jpg,A zebra eating some grass in some open area.,1372,raw/coco/000000118911.jpg
1373,000000077061,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000077061.jpg,two people riding horses on a sand road ,1373,raw/coco/000000077061.jpg
1374,000000371106,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000371106.jpg,A zebra and an ostrich standing in a large grassland.,1374,raw/coco/000000371106.jpg
1375,000000436164,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000436164.jpg,A white horse pulling a cart down a street.,1375,raw/coco/000000436164.jpg
1376,000000515403,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000515403.jpg,The horse is in the water with a man. ,1376,raw/coco/000000515403.jpg
1377,000000507719,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000507719.jpg,A man that is standing near a horse.,1377,raw/coco/000000507719.jpg
1378,000000313557,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000313557.jpg,A zebra walking in a grassy plains are with another animal in the background,1378,raw/coco/000000313557.jpg
1379,000000534988,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000534988.jpg,Two zebras grazing in wooded fenced area and grass,1379,raw/coco/000000534988.jpg
1380,000000366830,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000366830.jpg,A large brown horse walking through a lush green forest.,1380,raw/coco/000000366830.jpg
1381,000000089356,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000089356.jpg,A white horse standing in an open field.,1381,raw/coco/000000089356.jpg
1382,000000510877,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000510877.jpg,Two horses grazing in a field with trees in the background,1382,raw/coco/000000510877.jpg
1383,000000492407,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000492407.jpg,Two brown horses grazing in a field next to fence.,1383,raw/coco/000000492407.jpg
1384,000000199346,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000199346.jpg,A group of people walking next to stairs.,1384,raw/coco/000000199346.jpg
1385,000000262275,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000262275.jpg,A young girl in a bright dress rides a horse.,1385,raw/coco/000000262275.jpg
1386,000000195862,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000195862.jpg,A man secures a saddle on a horse that a girl is sitting on.,1386,raw/coco/000000195862.jpg
1387,000000071209,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000071209.jpg,Two cowboys on horses chasing a steer in an arena,1387,raw/coco/000000071209.jpg
1388,000000572861,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000572861.jpg,A brown horse pulling a carriage down a street.,1388,raw/coco/000000572861.jpg
1389,000000331242,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000331242.jpg,A brown and white horse standing on top of a beach.,1389,raw/coco/000000331242.jpg
1390,000000574796,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000574796.jpg,a blue plate with an orange a cracker some lettuce and a twist bar,1390,raw/coco/000000574796.jpg
1391,000000187979,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000187979.jpg,A plate filled with little sandwiches covered in plastic wrap.,1391,raw/coco/000000187979.jpg
1392,000000463013,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000463013.jpg,A baseball player standing on top of a green field.,1392,raw/coco/000000463013.jpg
1393,000000251752,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000251752.jpg,A man and a dog building a set from a box of legos.,1393,raw/coco/000000251752.jpg
1394,000000560598,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000560598.jpg,A lady frowning into the camera over dessert and wine,1394,raw/coco/000000560598.jpg
1395,000000044856,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000044856.jpg,A woman skiing down a snow covered slope next to two brown dogs.,1395,raw/coco/000000044856.jpg
1396,000000351287,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000351287.jpg,A yellow dog is walking on white snow. ,1396,raw/coco/000000351287.jpg
1397,000000576886,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000576886.jpg,A group of people outside on snow skis.,1397,raw/coco/000000576886.jpg
1398,000000135579,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000135579.jpg,"A white plate topped with mean, veggies and mashed potatoes.",1398,raw/coco/000000135579.jpg
1399,000000340843,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000340843.jpg,Two baseball players are trying to catch a ball.,1399,raw/coco/000000340843.jpg
1400,000000245313,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000245313.jpg,Snow skiers pose near a ski trail sign.,1400,raw/coco/000000245313.jpg
1401,000000209441,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000209441.jpg,a tub of apples and a box of bananas ,1401,raw/coco/000000209441.jpg
1402,000000000715,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000000715.jpg,A pile of oranges in crates topped with yellow bananas.,1402,raw/coco/000000000715.jpg
1403,000000177246,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000177246.jpg,A close-up of a waffle shaped cone with a banana in it.,1403,raw/coco/000000177246.jpg
1404,000000337563,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000337563.jpg,Two girls sitting on a bed eating bananas together. ,1404,raw/coco/000000337563.jpg
1405,000000351057,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000351057.jpg,A glass dish filled with a banana split.,1405,raw/coco/000000351057.jpg
1406,000000348905,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000348905.jpg,A guy in a jet ski goes fast in a curve. ,1406,raw/coco/000000348905.jpg
1407,000000480780,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000480780.jpg,A large bunch of bananas sitting in a tree.,1407,raw/coco/000000480780.jpg
1408,000000469961,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000469961.jpg,A woman that is standing on ski's in the snow.,1408,raw/coco/000000469961.jpg
1409,000000555197,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000555197.jpg,A person is going down the mountain on skis.,1409,raw/coco/000000555197.jpg
1410,000000499252,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000499252.jpg,A woman riding skis on top of a snow covered slope.,1410,raw/coco/000000499252.jpg
1411,000000427802,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000427802.jpg,A close up of dozens of of oranges stacked.,1411,raw/coco/000000427802.jpg
1412,000000008473,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000008473.jpg,Italian blood oranges for sale in a market,1412,raw/coco/000000008473.jpg
1413,000000095476,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000095476.jpg,A couple of skiers racing on a snow covered hill.,1413,raw/coco/000000095476.jpg
1414,000000338472,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000338472.jpg,A pile of oranges sitting inside of a basket.,1414,raw/coco/000000338472.jpg
1415,000000287436,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000287436.jpg,People standing over a barrel with several fruit in it. ,1415,raw/coco/000000287436.jpg
1416,000000356937,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000356937.jpg,A cross country skier traveling past many evergreen trees.,1416,raw/coco/000000356937.jpg
1417,000000134413,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000134413.jpg,A tray of food on a dining table.,1417,raw/coco/000000134413.jpg
1418,000000355881,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000355881.jpg,"a bowl of fruit, veggies, and sushi on a table",1418,raw/coco/000000355881.jpg
1419,000000493386,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000493386.jpg,A sliced chocolate desert covered in powered sugar,1419,raw/coco/000000493386.jpg
1420,000000418711,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000418711.jpg,A person looking at another person with bananas on a bike.,1420,raw/coco/000000418711.jpg
1421,000000355137,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000355137.jpg,Woman cross country skiing alone on a trail in the woods.,1421,raw/coco/000000355137.jpg
1422,000000425762,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000425762.jpg,A plate filled with sliced beef a bun and potatoes.,1422,raw/coco/000000425762.jpg
1423,000000039659,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000039659.jpg,"A breakfast of bagels, eggs, friend potatoes and fresh fruit along side glasses of juice and water, with a basket of jelly packets to the side. ",1423,raw/coco/000000039659.jpg
1424,000000489029,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000489029.jpg,"two little tray of food- one with fruit and chocolate, the other with veggies ",1424,raw/coco/000000489029.jpg
1425,000000044559,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000044559.jpg,A person riding skis through a forest covered in snow.,1425,raw/coco/000000044559.jpg
1426,000000140664,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000140664.jpg,A mixture of vegetables are cooking in a pan.,1426,raw/coco/000000140664.jpg
1427,000000421908,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000421908.jpg,A person skiing down a hill with poles,1427,raw/coco/000000421908.jpg
